gene_id	GeneSymbol	Chromosome	Strand	Class
CG4603	CG4603	dm6_chr3L:5134220-5135670	+	
CG4603	CG4603	dm6_chr3L:5134220-5135670	+	
CG4603	CG4603	dm6_chr3L:5133871-5135670	+	
CG15213	CG15213	dm6_chr3L:5132796-5133220	-	
CG15212	CG15212	dm6_chr3L:5131545-5132127	+	
CG4597	CG4597	dm6_chr3L:5129499-5130240	+	
lncRNA:CR34047	lncRNA:CR34047	dm6_chr3L:5098376-5099795	-	
lncRNA:CR46198	lncRNA:CR46198	dm6_chr3L:5085580-5086229	-	
lncRNA:CR43884	lncRNA:CR43884	dm6_chr3L:5050838-5051438	-	
ATPsynCF6L	ATPsynCF6L	dm6_chr3L:5011444-5012133	-	
CG32232	CG32232	dm6_chr3L:4993950-4996877	-	
lncRNA:CR45685	lncRNA:CR45685	dm6_chr3L:4980832-4981599	+	
CG17030	CG17030	dm6_chr3L:4980003-4980769	-	
Con	Con	dm6_chr3L:4938057-4976176	-	
Con	Con	dm6_chr3L:4936758-5079033	-	
lncRNA:CR43627	lncRNA:CR43627	dm6_chr3L:4929893-4931138	-	
lncRNA:CR43627	lncRNA:CR43627	dm6_chr3L:4929295-4931138	-	
Rh50	Rh50	dm6_chr3L:4910368-4919022	+	
Rh50	Rh50	dm6_chr3L:4910368-4919399	+	
Rh50	Rh50	dm6_chr3L:4910368-4920198	+	
Rh50	Rh50	dm6_chr3L:4910368-4920198	+	
CG13704	CG13704	dm6_chr3L:4898900-4900869	+	
CG13705	CG13705	dm6_chr3L:4896864-4898470	+	
Dnah3	Dnah3	dm6_chr3L:4861304-4864615	+	
Dnah3	Dnah3	dm6_chr3L:4861269-4895749	+	
CG32235	CG32235	dm6_chr3L:4859810-4860470	-	
CG32237	CG32237	dm6_chr3L:4849438-4852461	-	
CG13707	CG13707	dm6_chr3L:4837791-4840096	-	
CG13707	CG13707	dm6_chr3L:4837791-4840096	-	
CG13707	CG13707	dm6_chr3L:4837791-4840108	-	
CG13708	CG13708	dm6_chr3L:4829092-4833591	-	
CG13708	CG13708	dm6_chr3L:4829092-4833591	-	
LeuRS-m	LeuRS-m	dm6_chr3L:4825853-4829038	+	
Dhc64C	Dhc64C	dm6_chr3L:4807550-4825687	-	
Dhc64C	Dhc64C	dm6_chr3L:4807550-4825687	-	
Dhc64C	Dhc64C	dm6_chr3L:4807550-4825687	-	
Dhc64C	Dhc64C	dm6_chr3L:4807550-4825687	-	
Dhc64C	Dhc64C	dm6_chr3L:4807368-4825687	-	
Dhc64C	Dhc64C	dm6_chr3L:4807368-4825687	-	
Dhc64C	Dhc64C	dm6_chr3L:4807368-4825687	-	
Dhc64C	Dhc64C	dm6_chr3L:4807368-4825687	-	
CG18808	CG18808	dm6_chr3L:4806053-4807406	-	
CG7509	CG7509	dm6_chr3L:4803077-4805274	-	
lncRNA:CR44528	lncRNA:CR44528	dm6_chr3L:4801909-4802498	+	
lncRNA:CR44528	lncRNA:CR44528	dm6_chr3L:4801909-4802894	+	
lncRNA:CR45740	lncRNA:CR45740	dm6_chr3L:4799989-4800330	+	
lncRNA:CR45821	lncRNA:CR45821	dm6_chr3L:4792615-4793717	-	
CG13711	CG13711	dm6_chr3L:4757883-4758708	+	
lncRNA:CR43881	lncRNA:CR43881	dm6_chr3L:4755606-4756142	+	
lncRNA:CR43881	lncRNA:CR43881	dm6_chr3L:4755605-4756142	+	
CG12493	CG12493	dm6_chr3L:4752393-4753738	-	
CG12493	CG12493	dm6_chr3L:4752393-4753738	-	
lncRNA:CR45984	lncRNA:CR45984	dm6_chr3L:4749407-4749991	+	
lncRNA:CR43882	lncRNA:CR43882	dm6_chr3L:4745911-4746632	-	
lncRNA:CR45983	lncRNA:CR45983	dm6_chr3L:4744950-4745310	+	
CG13712	CG13712	dm6_chr3L:4709209-4709890	-	
lncRNA:CR43879	lncRNA:CR43879	dm6_chr3L:4703378-4703979	+	
CG13713	CG13713	dm6_chr3L:4697601-4698058	+	
CG15876	CG15876	dm6_chr3L:4694205-4694845	-	
RhoGEF64C	RhoGEF64C	dm6_chr3L:4692783-4796253	+	
RhoGEF64C	RhoGEF64C	dm6_chr3L:4692783-4796253	+	
CG18418	CG18418	dm6_chr3L:4688929-4690070	-	
CG7514	CG7514	dm6_chr3L:4687587-4688774	-	
CG34266	CG34266	dm6_chr3L:4677832-4678233	+	
CG32236	CG32236	dm6_chr3L:4665927-4667389	-	
asRNA:CR45830	asRNA:CR45830	dm6_chr3L:4655405-4656330	+	
TTLL1B	TTLL1B	dm6_chr3L:4648276-4650305	+	
CG13716	CG13716	dm6_chr3L:4634436-4634789	-	
axo	axo	dm6_chr3L:4642217-4681458	-	
axo	axo	dm6_chr3L:4642217-4687317	-	
axo	axo	dm6_chr3L:4636609-4681458	-	
axo	axo	dm6_chr3L:4636609-4687317	-	
axo	axo	dm6_chr3L:4629604-4681458	-	
axo	axo	dm6_chr3L:4629604-4687317	-	
axo	axo	dm6_chr3L:4629604-4687317	-	
HDAC1	HDAC1	dm6_chr3L:4626734-4629467	+	
lncRNA:CR45438	lncRNA:CR45438	dm6_chr3L:4626602-4626903	-	
CG32246	CG32246	dm6_chr3L:4621219-4622985	+	
Src64B	Src64B	dm6_chr3L:4594516-4613096	-	
Src64B	Src64B	dm6_chr3L:4594516-4626132	-	
Src64B	Src64B	dm6_chr3L:4594516-4626132	-	
Src64B	Src64B	dm6_chr3L:4594516-4626132	-	
Src64B	Src64B	dm6_chr3L:4594516-4626132	-	
Src64B	Src64B	dm6_chr3L:4594516-4626196	-	
Src64B	Src64B	dm6_chr3L:4592895-4626132	-	
Src64B	Src64B	dm6_chr3L:4592895-4626132	-	
Src64B	Src64B	dm6_chr3L:4592447-4626132	-	
CG42540	CG42540	dm6_chr3L:4574964-4592295	+	
CG42540	CG42540	dm6_chr3L:4574964-4592295	+	
CG42540	CG42540	dm6_chr3L:4557273-4592295	+	
CG42540	CG42540	dm6_chr3L:4557273-4592295	+	
CG42540	CG42540	dm6_chr3L:4557273-4592295	+	
CG42540	CG42540	dm6_chr3L:4557273-4592295	+	
CG42540	CG42540	dm6_chr3L:4557273-4592295	+	
CG42540	CG42540	dm6_chr3L:4556087-4590769	+	
CG42540	CG42540	dm6_chr3L:4556087-4592295	+	
CG33777	CG33777	dm6_chr3L:4554537-4555236	-	
CG11357	CG11357	dm6_chr3L:4550689-4553457	+	
CG11357	CG11357	dm6_chr3L:4542120-4553457	+	
CG11357	CG11357	dm6_chr3L:4542120-4553457	+	
CG11357	CG11357	dm6_chr3L:4542051-4553457	+	
CG32243	CG32243	dm6_chr3L:4539302-4541244	-	
CG11353	CG11353	dm6_chr3L:4533170-4539270	+	
CG11353	CG11353	dm6_chr3L:4533170-4539270	+	
Tie	Tie	dm6_chr3L:4510698-4532145	-	
NT1	NT1	dm6_chr3L:4504285-4508433	-	
NT1	NT1	dm6_chr3L:4504285-4508433	-	
NT1	NT1	dm6_chr3L:4504285-4508433	-	
NT1	NT1	dm6_chr3L:4501652-4508433	-	
NT1	NT1	dm6_chr3L:4501652-4508433	-	
NT1	NT1	dm6_chr3L:4501652-4508433	-	
NT1	NT1	dm6_chr3L:4501652-4508433	-	
CG13720	CG13720	dm6_chr3L:4498856-4500500	-	
CG13721	CG13721	dm6_chr3L:4496883-4497777	-	
lncRNA:CR44709	lncRNA:CR44709	dm6_chr3L:4494312-4494799	-	
lncRNA:CR44709	lncRNA:CR44709	dm6_chr3L:4493734-4495215	-	
CG13722	CG13722	dm6_chr3L:4485159-4490963	-	
CG11350	CG11350	dm6_chr3L:4482809-4484370	+	
CG7465	CG7465	dm6_chr3L:4480283-4481487	+	
CG11349	CG11349	dm6_chr3L:4473068-4475095	+	
CG32248	CG32248	dm6_chr3L:4471749-4472438	+	
CG32249	CG32249	dm6_chr3L:4470001-4471012	+	
CG32241	CG32241	dm6_chr3L:4465105-4466630	-	
CG15024	CG15024	dm6_chr3L:4462974-4463823	-	
CG15023	CG15023	dm6_chr3L:4460622-4461371	-	
CG15023	CG15023	dm6_chr3L:4460622-4461371	-	
CG15023	CG15023	dm6_chr3L:4460622-4461504	-	
CG15022	CG15022	dm6_chr3L:4459193-4460317	-	
CG11345	CG11345	dm6_chr3L:4457177-4458163	-	
CG12607	CG12607	dm6_chr3L:4446573-4448072	+	
CG12607	CG12607	dm6_chr3L:4446573-4448072	+	
CG12607	CG12607	dm6_chr3L:4446573-4448072	+	
lncRNA:CR45739	lncRNA:CR45739	dm6_chr3L:4445996-4446395	-	
CG15021	CG15021	dm6_chr3L:4436721-4438311	+	
nAChRbeta1	nAChRbeta1	dm6_chr3L:4429349-4430229	+	
nAChRbeta1	nAChRbeta1	dm6_chr3L:4429349-4435993	+	
CG15020	CG15020	dm6_chr3L:4421662-4426621	+	
DOR	DOR	dm6_chr3L:4418680-4420266	+	
DOR	DOR	dm6_chr3L:4418637-4420073	+	
DOR	DOR	dm6_chr3L:4414665-4420266	+	
DOR	DOR	dm6_chr3L:4414357-4420266	+	
DOR	DOR	dm6_chr3L:4414357-4420648	+	
DOR	DOR	dm6_chr3L:4407145-4420266	+	
DOR	DOR	dm6_chr3L:4407145-4420648	+	
DOR	DOR	dm6_chr3L:4406943-4420266	+	
CG15019	CG15019	dm6_chr3L:4405214-4406059	-	
CG15019	CG15019	dm6_chr3L:4405127-4406059	-	
Syx17	Syx17	dm6_chr3L:4403487-4405168	+	
Syx17	Syx17	dm6_chr3L:4403487-4405168	+	
slow	slow	dm6_chr3L:4384442-4403181	+	
slow	slow	dm6_chr3L:4384442-4403181	+	
CG32240	CG32240	dm6_chr3L:4380864-4381629	-	
lncRNA:CR44360	lncRNA:CR44360	dm6_chr3L:4377368-4377999	-	
DopEcR	DopEcR	dm6_chr3L:4369134-4380387	-	
DopEcR	DopEcR	dm6_chr3L:4367649-4379599	-	
DopEcR	DopEcR	dm6_chr3L:4367649-4380387	-	
CG11342	CG11342	dm6_chr3L:4366494-4367458	-	
CG33514	CG33514	dm6_chr3L:4365434-4366671	+	
mRpS6	mRpS6	dm6_chr3L:4364550-4365243	+	
mRpS6	mRpS6	dm6_chr3L:4364550-4365243	+	
lncRNA:CR45156	lncRNA:CR45156	dm6_chr3L:4345801-4347801	+	
Cip4	Cip4	dm6_chr3L:4323530-4345497	-	
Cip4	Cip4	dm6_chr3L:4323530-4363974	-	
Cip4	Cip4	dm6_chr3L:4323530-4363974	-	
Cip4	Cip4	dm6_chr3L:4323530-4364102	-	
Cip4	Cip4	dm6_chr3L:4323530-4364102	-	
Cip4	Cip4	dm6_chr3L:4323530-4364102	-	
Cip4	Cip4	dm6_chr3L:4322672-4364102	-	
Cip4	Cip4	dm6_chr3L:4322672-4364102	-	
Cip4	Cip4	dm6_chr3L:4322491-4364102	-	
Cip4	Cip4	dm6_chr3L:4322491-4364102	-	
Cip4	Cip4	dm6_chr3L:4322491-4364102	-	
CG15014	CG15014	dm6_chr3L:4321105-4322259	-	
PMP34	PMP34	dm6_chr3L:4318755-4321109	+	
PMP34	PMP34	dm6_chr3L:4318755-4321109	+	
Claspin	Claspin	dm6_chr3L:4313483-4318473	+	
Claspin	Claspin	dm6_chr3L:4313483-4318608	+	
dyl	dyl	dm6_chr3L:4294004-4299504	-	
dyl	dyl	dm6_chr3L:4294004-4299504	-	
dyl	dyl	dm6_chr3L:4294004-4307718	-	
Fdx2	Fdx2	dm6_chr3L:4292482-4293432	+	
CG15012	CG15012	dm6_chr3L:4291208-4292246	-	
Hexo1	Hexo1	dm6_chr3L:4288945-4291211	+	
Hexo1	Hexo1	dm6_chr3L:4288641-4291211	+	
Hexo1	Hexo1	dm6_chr3L:4288641-4291211	+	
Hexo1	Hexo1	dm6_chr3L:4288641-4291211	+	
TfIIEbeta	TfIIEbeta	dm6_chr3L:4287038-4288349	+	
TfIIEbeta	TfIIEbeta	dm6_chr3L:4287038-4288349	+	
CG1316	CG1316	dm6_chr3L:4283851-4286865	+	
srw	srw	dm6_chr3L:4282956-4283478	-	
CG11583	CG11583	dm6_chr3L:4281504-4282817	-	
Ctl1	Ctl1	dm6_chr3L:4277962-4281585	+	
Ctl1	Ctl1	dm6_chr3L:4277962-4281585	+	
CG33764	CG33764	dm6_chr3L:4266789-4267503	-	
CG1273	CG1273	dm6_chr3L:4263719-4277778	+	
VhaM9.7-a	VhaM9.7-a	dm6_chr3L:4262705-4263233	+	
VhaM9.7-a	VhaM9.7-a	dm6_chr3L:4262705-4263464	+	
CG11586	CG11586	dm6_chr3L:4261652-4262470	-	
CG11586	CG11586	dm6_chr3L:4261297-4262470	-	
CG1309	CG1309	dm6_chr3L:4259430-4261643	+	
CG15011	CG15011	dm6_chr3L:4255991-4259152	-	
CG1265	CG1265	dm6_chr3L:4254776-4256053	+	
ago	ago	dm6_chr3L:4246343-4252051	-	
ago	ago	dm6_chr3L:4246343-4254052	-	
ago	ago	dm6_chr3L:4246343-4254306	-	
pav	pav	dm6_chr3L:4242734-4246233	+	
CG14997	CG14997	dm6_chr3L:4240308-4242603	+	
CG14997	CG14997	dm6_chr3L:4240173-4242603	+	
asRNA:CR45738	asRNA:CR45738	dm6_chr3L:4240069-4240505	-	
CG46460	CG46460	dm6_chr3L:4224710-4227302	-	
ImpL2	ImpL2	dm6_chr3L:4224710-4225950	-	
ImpL2	ImpL2	dm6_chr3L:4224710-4227302	-	
ImpL2	ImpL2	dm6_chr3L:4224710-4236147	-	
ImpL2	ImpL2	dm6_chr3L:4224006-4227302	-	
asRNA:CR32252	asRNA:CR32252	dm6_chr3L:4221704-4222734	-	
Cpr64Ad	Cpr64Ad	dm6_chr3L:4215379-4216414	+	
Cpr64Ac	Cpr64Ac	dm6_chr3L:4211964-4212915	-	
Cpr64Ab	Cpr64Ab	dm6_chr3L:4210880-4211540	-	
Cpr64Aa	Cpr64Aa	dm6_chr3L:4207838-4209178	-	
CG15005	CG15005	dm6_chr3L:4200825-4204339	-	
CG43367	CG43367	dm6_chr3L:4194568-4224003	+	
CG43367	CG43367	dm6_chr3L:4193993-4224003	+	
CG43367	CG43367	dm6_chr3L:4193993-4224003	+	
CG43367	CG43367	dm6_chr3L:4193993-4224003	+	
tipE	tipE	dm6_chr3L:4188499-4193100	+	
tipE	tipE	dm6_chr3L:4188499-4193788	+	
VhaM9.7-c	VhaM9.7-c	dm6_chr3L:4186018-4186865	-	
Teh3	Teh3	dm6_chr3L:4182645-4184663	-	
Teh2	Teh2	dm6_chr3L:4179984-4188023	-	
Teh2	Teh2	dm6_chr3L:4178980-4181836	-	
Teh4	Teh4	dm6_chr3L:4174859-4178270	-	
CG18675	CG18675	dm6_chr3L:4173884-4192968	+	
Ero1L	Ero1L	dm6_chr3L:4170404-4173789	+	
lncRNA:CR44529	lncRNA:CR44529	dm6_chr3L:4168239-4168846	-	
mas	mas	dm6_chr3L:4161666-4167464	-	
mas	mas	dm6_chr3L:4161666-4167464	-	
nab	nab	dm6_chr3L:4153618-4160932	-	
nab	nab	dm6_chr3L:4153618-4160932	-	
nab	nab	dm6_chr3L:4153618-4160932	-	
CG1299	CG1299	dm6_chr3L:4148696-4152473	+	
CG1299	CG1299	dm6_chr3L:4148696-4152473	+	
CG32260	CG32260	dm6_chr3L:4143092-4145966	+	
CG32260	CG32260	dm6_chr3L:4142364-4145966	+	
Akh	Akh	dm6_chr3L:4141467-4142070	+	
Ras64B	Ras64B	dm6_chr3L:4139076-4141398	+	
Rop	Rop	dm6_chr3L:4136788-4138996	-	
Rop	Rop	dm6_chr3L:4136359-4138996	-	
RfC4	RfC4	dm6_chr3L:4134860-4136038	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123553-4134550	-	
ens	ens	dm6_chr3L:4123138-4134550	-	
ens	ens	dm6_chr3L:4122907-4134550	-	
Chd64	Chd64	dm6_chr3L:4114289-4115752	-	
Chd64	Chd64	dm6_chr3L:4114289-4122388	-	
Ack	Ack	dm6_chr3L:4108186-4114157	+	
lncRNA:CR45670	lncRNA:CR45670	dm6_chr3L:4107143-4107470	-	
Fit1	Fit1	dm6_chr3L:4103564-4106682	+	
Fit1	Fit1	dm6_chr3L:4103564-4107116	+	
CG14995	CG14995	dm6_chr3L:4094504-4103256	-	
CG14995	CG14995	dm6_chr3L:4094343-4101214	-	
CG14995	CG14995	dm6_chr3L:4094343-4102384	-	
CG14995	CG14995	dm6_chr3L:4094343-4102697	-	
CG14995	CG14995	dm6_chr3L:4094343-4102697	-	
CG14995	CG14995	dm6_chr3L:4094343-4102697	-	
CG14995	CG14995	dm6_chr3L:4094343-4102960	-	
CG14990	CG14990	dm6_chr3L:4093207-4094344	+	
CG14989	CG14989	dm6_chr3L:4089131-4091302	+	
CG14989	CG14989	dm6_chr3L:4087581-4090900	+	
CG14989	CG14989	dm6_chr3L:4087581-4091302	+	
CG14989	CG14989	dm6_chr3L:4087581-4092706	+	
Gad1	Gad1	dm6_chr3L:4074077-4085843	-	
Gad1	Gad1	dm6_chr3L:4074077-4085843	-	
Gad1	Gad1	dm6_chr3L:4074077-4088399	-	
Gad1	Gad1	dm6_chr3L:4074077-4088744	-	
Faa	Faa	dm6_chr3L:4072032-4073954	-	
CG32259	CG32259	dm6_chr3L:4069489-4070281	+	
CG32259	CG32259	dm6_chr3L:4069369-4070281	+	
wit	wit	dm6_chr3L:4064152-4071717	-	
wit	wit	dm6_chr3L:4064152-4071717	-	
dib	dib	dm6_chr3L:4062292-4064551	+	
Ugt305A1	Ugt305A1	dm6_chr3L:4059903-4061923	+	
Ugt305A1	Ugt305A1	dm6_chr3L:4059770-4061923	+	
Dpy-30L2	Dpy-30L2	dm6_chr3L:4046988-4047673	-	
Dpy-30L2	Dpy-30L2	dm6_chr3L:4046988-4047735	-	
CG1136	CG1136	dm6_chr3L:4046596-4059660	+	
Rcd5	Rcd5	dm6_chr3L:4040529-4042597	+	
CG11593	CG11593	dm6_chr3L:4037523-4040291	-	
CG11593	CG11593	dm6_chr3L:4037523-4040482	-	
Gr64f	Gr64f	dm6_chr3L:4035799-4037575	+	
asRNA:CR45042	asRNA:CR45042	dm6_chr3L:4034030-4034750	-	
Gr64e	Gr64e	dm6_chr3L:4033767-4035703	+	
Gr64e	Gr64e	dm6_chr3L:4032141-4035703	+	
Gr64d	Gr64d	dm6_chr3L:4032141-4035703	+	
Gr64d	Gr64d	dm6_chr3L:4032062-4033583	+	
Gr64c	Gr64c	dm6_chr3L:4030264-4032032	+	
Gr64c	Gr64c	dm6_chr3L:4028605-4032032	+	
Gr64b	Gr64b	dm6_chr3L:4028605-4032032	+	
Gr64a	Gr64a	dm6_chr3L:4026769-4028600	+	
CG11594	CG11594	dm6_chr3L:4022974-4025269	-	
CG11594	CG11594	dm6_chr3L:4022974-4026011	-	
CG11594	CG11594	dm6_chr3L:4022974-4026011	-	
CG11594	CG11594	dm6_chr3L:4022700-4026011	-	
Mul1	Mul1	dm6_chr3L:4021457-4023058	+	
Mul1	Mul1	dm6_chr3L:4021457-4023501	+	
FoxL1	FoxL1	dm6_chr3L:4018920-4021279	+	
FoxL1	FoxL1	dm6_chr3L:4018878-4021279	+	
CG14985	CG14985	dm6_chr3L:4003474-4005577	+	
CG14985	CG14985	dm6_chr3L:4003474-4006626	+	
scrt	scrt	dm6_chr3L:3983896-3988569	+	
scrt	scrt	dm6_chr3L:3983896-3994003	+	
CG43915	CG43915	dm6_chr3L:3972899-3973784	+	
CG12605	CG12605	dm6_chr3L:3958391-3963977	-	
CG12605	CG12605	dm6_chr3L:3958391-3964771	-	
CG12605	CG12605	dm6_chr3L:3956855-3960073	-	
CG12605	CG12605	dm6_chr3L:3956855-3962950	-	
CG12605	CG12605	dm6_chr3L:3954251-3964771	-	
CG14984	CG14984	dm6_chr3L:3951193-3952420	-	
CG14984	CG14984	dm6_chr3L:3951193-3952550	-	
CG14983	CG14983	dm6_chr3L:3948699-3949305	-	
CG10853	CG10853	dm6_chr3L:3947891-3948687	+	
CG14982	CG14982	dm6_chr3L:3942850-3946447	+	
CG14982	CG14982	dm6_chr3L:3942710-3947278	+	
CG10863	CG10863	dm6_chr3L:3941008-3942465	-	
asRNA:CR43916	asRNA:CR43916	dm6_chr3L:3940519-3941301	+	
CG12766	CG12766	dm6_chr3L:3938624-3940125	-	
CG10866	CG10866	dm6_chr3L:3936597-3937992	-	
CG10866	CG10866	dm6_chr3L:3936060-3937992	-	
asRNA:Eig63F-2	asRNA:Eig63F-2	dm6_chr3L:3934718-3935992	+	
Eip63F-1	Eip63F-1	dm6_chr3L:3911690-3933637	-	
Eip63F-1	Eip63F-1	dm6_chr3L:3911690-3935617	-	
Eip63F-1	Eip63F-1	dm6_chr3L:3909973-3925602	-	
Eip63F-1	Eip63F-1	dm6_chr3L:3909973-3929163	-	
mge	mge	dm6_chr3L:3907857-3909931	-	
mge	mge	dm6_chr3L:3907852-3909592	-	
mge	mge	dm6_chr3L:3907852-3909592	-	
ida	ida	dm6_chr3L:3905344-3907813	+	
Sc2	Sc2	dm6_chr3L:3903492-3905035	+	
Ubi-p63E	Ubi-p63E	dm6_chr3L:3899431-3903184	-	
Ubi-p63E	Ubi-p63E	dm6_chr3L:3899259-3902050	-	
Ubi-p63E	Ubi-p63E	dm6_chr3L:3899259-3902638	-	
Ubi-p63E	Ubi-p63E	dm6_chr3L:3899259-3902920	-	
Ccz1	Ccz1	dm6_chr3L:3897444-3899156	-	
CG14977	CG14977	dm6_chr3L:3896900-3897498	+	
CG14977	CG14977	dm6_chr3L:3896900-3897498	+	
Gr63a	Gr63a	dm6_chr3L:3894999-3896603	-	
snRNA:U11	snRNA:U11	dm6_chr3L:3893056-3893330	-	
Fie	Fie	dm6_chr3L:3892731-3894833	+	
Fie	Fie	dm6_chr3L:3892574-3894833	+	
lncRNA:CR45422	lncRNA:CR45422	dm6_chr3L:3891646-3891963	-	
lncRNA:CR43917	lncRNA:CR43917	dm6_chr3L:3884481-3884801	-	
lncRNA:CR45379	lncRNA:CR45379	dm6_chr3L:3863704-3864424	-	
Awh	Awh	dm6_chr3L:3846206-3861692	+	
Awh	Awh	dm6_chr3L:3846206-3861692	+	
Awh	Awh	dm6_chr3L:3846206-3861692	+	
Awh	Awh	dm6_chr3L:3846206-3861692	+	
Rdh	Rdh	dm6_chr3L:3825449-3828525	+	
enc	enc	dm6_chr3L:3828997-3841232	+	
enc	enc	dm6_chr3L:3818679-3841232	+	
enc	enc	dm6_chr3L:3818679-3841232	+	
enc	enc	dm6_chr3L:3818679-3841232	+	
enc	enc	dm6_chr3L:3818679-3841232	+	
enc	enc	dm6_chr3L:3818679-3841232	+	
enc	enc	dm6_chr3L:3818679-3842326	+	
Acp63F	Acp63F	dm6_chr3L:3815924-3816354	-	
Acp63F	Acp63F	dm6_chr3L:3815839-3816354	-	
lncRNA:CR45034	lncRNA:CR45034	dm6_chr3L:3815442-3815758	-	
lncRNA:CR43932	lncRNA:CR43932	dm6_chr3L:3814698-3815240	-	
Scsalpha1	Scsalpha1	dm6_chr3L:3814211-3818154	+	
Scsalpha1	Scsalpha1	dm6_chr3L:3814211-3818383	+	
PIG-B	PIG-B	dm6_chr3L:3811263-3813958	+	
PIG-B	PIG-B	dm6_chr3L:3811263-3813958	+	
CG32263	CG32263	dm6_chr3L:3810312-3811114	-	
CG32262	CG32262	dm6_chr3L:3809146-3810196	-	
IntS10	IntS10	dm6_chr3L:3806710-3809090	+	
ntc	ntc	dm6_chr3L:3803832-3806459	-	
CG32266	CG32266	dm6_chr3L:3790804-3791560	+	
ppk27	ppk27	dm6_chr3L:3753693-3755201	-	
CG32264	CG32264	dm6_chr3L:3717217-3746584	-	
CG32264	CG32264	dm6_chr3L:3717217-3759156	-	
CG32264	CG32264	dm6_chr3L:3717217-3765731	-	
CG32264	CG32264	dm6_chr3L:3717217-3787960	-	
CG32264	CG32264	dm6_chr3L:3717217-3787966	-	
CG32264	CG32264	dm6_chr3L:3717217-3794950	-	
CG32264	CG32264	dm6_chr3L:3717217-3801288	-	
CG32264	CG32264	dm6_chr3L:3717217-3801288	-	
CG32264	CG32264	dm6_chr3L:3714826-3806459	-	
CG43089	CG43089	dm6_chr3L:3714027-3714578	+	
CG43089	CG43089	dm6_chr3L:3714027-3714717	+	
lncRNA:CR45675	lncRNA:CR45675	dm6_chr3L:3708563-3708997	+	
lncRNA:CR43485	lncRNA:CR43485	dm6_chr3L:3693752-3694227	-	
lncRNA:CR43484	lncRNA:CR43484	dm6_chr3L:3688786-3689409	+	
lncRNA:CR43484	lncRNA:CR43484	dm6_chr3L:3688786-3689409	+	
CG43098	CG43098	dm6_chr3L:3659068-3659724	+	
CG10862	CG10862	dm6_chr3L:3653405-3654771	-	
dar1	dar1	dm6_chr3L:3626352-3653442	+	
CG14974	CG14974	dm6_chr3L:3620433-3621032	-	
CG14974	CG14974	dm6_chr3L:3620433-3621032	-	
CG10357	CG10357	dm6_chr3L:3615382-3616682	+	
CG10359	CG10359	dm6_chr3L:3612192-3615244	+	
CG10359	CG10359	dm6_chr3L:3612192-3615244	+	
snRNA:U7	snRNA:U7	dm6_chr3L:3593823-3593893	+	
lncRNA:CR45820	lncRNA:CR45820	dm6_chr3L:3555631-3556299	-	
lncRNA:CR45043	lncRNA:CR45043	dm6_chr3L:3522850-3523620	-	
Eip63E	Eip63E	dm6_chr3L:3545793-3610521	+	
Eip63E	Eip63E	dm6_chr3L:3545318-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3545318-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3545318-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3543580-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3543580-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3543580-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3543580-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3543580-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3515751-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3515751-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3515751-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3515751-3608549	+	
Eip63E	Eip63E	dm6_chr3L:3515751-3610521	+	
ImpE2	ImpE2	dm6_chr3L:3510974-3512681	-	
CG43074	CG43074	dm6_chr3L:3483832-3484653	-	
CG42324	CG42324	dm6_chr3L:3485710-3505316	+	
CG42324	CG42324	dm6_chr3L:3485710-3510895	+	
CG42324	CG42324	dm6_chr3L:3485710-3510895	+	
CG42324	CG42324	dm6_chr3L:3472447-3505316	+	
CG42324	CG42324	dm6_chr3L:3472447-3510895	+	
CG42324	CG42324	dm6_chr3L:3472447-3510895	+	
CG32267	CG32267	dm6_chr3L:3471555-3472113	-	
CG14971	CG14971	dm6_chr3L:3468023-3471309	-	
CycJ	CycJ	dm6_chr3L:3466428-3468098	+	
CycJ	CycJ	dm6_chr3L:3466428-3468098	+	
armi	armi	dm6_chr3L:3462348-3466303	+	
armi	armi	dm6_chr3L:3461317-3466303	+	
armi	armi	dm6_chr3L:3461317-3466314	+	
CG46463	CG46463	dm6_chr3L:3461315-3466314	+	
eIF5B	eIF5B	dm6_chr3L:3428665-3460603	-	
eIF5B	eIF5B	dm6_chr3L:3428665-3460977	-	
eIF5B	eIF5B	dm6_chr3L:3428665-3460977	-	
eIF5B	eIF5B	dm6_chr3L:3428658-3460603	-	
