Accession	Description	Symbol	Coverage	Num.Peptides	Num_PSMs	UniqPeptides	Aas	MW	pI	DMSO.CHR_1	DMSO.CHR_2	DMSO.CHR_3	DMSO.HYPO_1	DMSO.HYPO_2	DMSO.HYPO_3	DMSO.NUC_1	DMSO.NUC_2	DMSO.NUC_3	GSK.15.CHR_1	GSK.15.CHR_2	GSK.15.CHR_3	GSK.15.CYTO_1	GSK.15.CYTO_2	GSK.15.CYTO_3	GSK.15.NUC_1	GSK.15.NUC_2	GSK.15.NUC_3	GSK.48H.CHR_1	GSK.48H.CHR_2	GSK.48H.CHR_3	GSK.48H.CYTO_1	GSK.48H.CYTO_2	GSK.48H.CYTO_3	GSK.48H.NUC_1	GSK.48H.NUC_2	GSK.48H.NUC_3	GSK.90.CHR_1	GSK.90.CHR_2	GSK.90.CHR_3	GSK.90.CYTO_1	GSK.90.CYTO_2	GSK.90.CYTO_3	GSK.90.NUC_1	GSK.90.NUC_2	GSK.90.NUC_3	GSK.180.CHR_1	GSK.180.CHR_2	GSK.180.CHR_3	GSK.180.CYTO_1	GSK.180.CYTO_2	GSK.180.CYTO_3	GSK.180.NUC_1	GSK.180.NUC_2	GSK.180.NUC_3	MS023.15.CHR_1	MS023.15.CHR_2	MS023.15.CYTO_1	MS023.15.CYTO_2	MS023.15.CYTO_3	MS023.15.NUC_1	MS023.15.NUC_2	MS023.15.NUC_3	MS023.48H.CHR_1	MS023.48H.CHR_2	MS023.48H.CHR_3	MS023.48H.CYTO_1	MS023.48H.CYTO_2	MS023.48H.CYTO_3	MS023.48H.NUC_1	MS023.48H.NUC_2	MS023.48H.NUC_3	MS023.90.CHR_1	MS023.90.CHR_2	MS023.90.CHR_3	MS023.90.CYTO_1	MS023.90.CYTO_2	MS023.90.CYTO_3	MS023.90.NUC_1	MS023.90.NUC_2	MS023.90.NUC_3	MS023.180.CHR_1	MS023.180.CHR_2	MS023.180.CHR_3	MS023.180.CYTO_1	MS023.180.CYTO_2	MS023.180.CYTO_3	MS023.180.NUC_1	MS023.180.NUC_2	MS023.180.NUC_3
P11142	Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1	HSPA8	66	56	3352	39	646	70.9	5.52	89210865.16	58122161.55	83752281.48	1120582179	441449672.4	557840022.3	132761955.1	117953508.3	43965850.79	164246944.5	221126103.1	103934328.6	1344350024	1068379458	2010088890	201328225	184444825.3	240449098.6	131746422.7	318376378.1	77331652.54	1061133322	1632677354	1476799447	378267587.7	255879369.9	98211536.04	274326761	254507838.5	85587981.61	2137510029	2205447594	2450973089	438581877.2	419913352.1	311570927.3	226739510.6	388174466.5	79618467.64	549348930	1610096171	1842171525	438991151.8	313088042.3	202481805.3	175109233.4	144474106.4	424837884.2	2345575239	2656917571	221463452.3	276868619	268983055.6	156875788.8	228834935	103796350.3	949038564.2	1590440893	920446623.9	206026953.3	224600547.8	135592884.1	328243463.5	379198139.7	116888977.8	210132462.9	2898583103	2152492506	464448251.6	244401144.1	329866353	226043091.2	369029361.5	109251186.7	1069900800	745623719.1	2229157583	307647044.9	227363364.9	348466351.8
P07900	Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	HSP90AA1	58	62	2575	39	732	84.6	5.02	10616905.38	6885891.113	13218722.44	493996354.2	190692029.5	245002276.9	14984569.55	11638139.03	5907266.572	24478028.57	30667560.52	15878373.66	600627369	432948280.5	848234616.7	24506215.97	16576954.59	19888192.66	25217253.15	48494609.17	11247162.59	554892219.4	653243563.9	647801072.5	44479552.7	21420158.8	10166570.11	37979260.23	38241508.13	13313077.91	921408910.7	815531014.1	954606114.1	36831422.76	27019220.69	22576414.02	28959883.02	67301469.25	11915403.94	274465962.4	597297369.8	742166213.8	45869970.91	17865698.55	24928545.44	19195884.13	16081025.73	191417237	898972134.3	1051508758	19418800.3	13053056.74	22175530.45	25018003.91	37185271.02	16419910.33	490438931.4	640017381.3	358553772.2	31276615.84	19917990.2	16855406.89	53588967.86	68738827.99	15925415.38	105684264	1223574803	935118508.7	37162605.63	22335255.03	41115992.48	37861559.94	63975935.76	15558478.98	513470519.6	316633466.9	942846213.8	30607352.41	23716925.16	29151236.12
P11413	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4	G6PD	83	58	2243	58	515	59.2	6.84	24059474.55	15284844.21	29537803.8	1197867910	529086684.4	653369571.6	26349824.69	19016239.27	13123765.21	36600649.7	50801859.43	26101493.82	1525876391	1226158665	2131174719	38926725.31	32297074.34	45874849.28	32113527.34	67565828.17	23435384.74	1245268014	1542848390	1511900162	45113497.38	41579720.59	22223541.24	49085667.28	42735342.77	23861629.22	2299961780	2014104077	2351608732	72528672.47	60263876.52	49938385.65	44322806.32	74939530.34	18639930.36	622417005.2	1482356045	1774205578	78126899.67	40080331.39	41355175.87	33275325.23	33313414.97	492752636.7	2173157977	2567410099	36695599.52	46302830.52	56902269.62	36323715.62	60783879.52	33893763.87	1175736540	1757835959	1026352691	44847350.77	36679299.28	24708184.59	80169642.67	69166504.3	34683962.1	262154592.2	2701870982	2241847157	92556865.09	38965624.47	56448743.63	44848723.48	73058164.61	33953197.16	1129893006	801216336.2	2138689638	43396333.07	37448752.11	52513759.48
P16403	Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2	H1-2	78	52	3233	22	213	21.4	10.93	151726130	109535079.9	102574165	4577303.922	2342152.75	2808532.625	124447957.6	102440891.8	23548127.14	102149676.3	138885306.5	89946451.02	6226868.125	4480273.438	10310171.75	127500854.5	125384824.5	210353465.6	129907793.7	180280633.5	72886288.12	7459875.203	10110315.67	9853420.406	111759319.4	100310762.9	99297215.62	237044364.2	203771558.2	82975075.07	6620291.219	6109821.451	8240285.144	163363325.4	243331761.4	175754440.9	168703006.6	188931524.3	99672297.29	1373496.939	4518478.538	11558714.94	207523426.9	178710576.1	140624067.9	197311667	211386730.2	2023790.38	9802005.332	11314728.99	175708551.3	215661909.6	201577122.4	125308099	179875852.8	83296685.5	7887264.391	12264697.38	2440848.625	72245207.94	85831788.26	111752263.4	196379881.8	194452488.4	122793065.8	534463.5449	7177098.129	10482784.44	166274139.8	173477740.8	215580721.4	174391993.1	160817756.5	123491538.8	5924302.406	2848596.295	6697767.828	93754081.59	151157931.9	125510355.6
P23246	"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2"	SFPQ	58	55	1392	54	707	76.1	9.44	24759874.1	17340759.04	21988608.36	79448083.7	31478998.09	36129616.02	276130930.4	279722730	83281956.72	43010240.66	44887560.13	24774912.44	99968258.59	68752517.63	174555553	428675065.9	400940471.6	582773581.1	27125039.48	46562378.42	16676774.68	118905447	108376204.5	110578097.3	582701411	463345442.3	306537708.8	63880948.98	48633985.74	16359137.85	171459003.4	136251760.5	170093657.5	577367915.5	762440357.6	587171909.3	56245376.67	89385682.77	16948372.56	38300225.85	86716331.76	103899560	680617784.9	446558262.9	547541880.6	50167921.11	31489972.58	30261692.52	144301634.2	143957709.3	544162433.6	526297918.6	490948502.5	27592179.3	34854895.23	14906014.09	116612026.4	130770879.9	62717566.66	436902042.2	499480367.6	412497624.1	104368051.6	98589835.53	22322884.48	21491697.86	166888756.3	151173722.1	757979446.6	386054302.6	788012789.1	50998854.13	55476675.67	23523876.58	81772115.24	45312443.43	120642381.1	437577740.1	521076831.5	519785464.9
P10412	Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2	H1-4	78	52	3084	17	219	21.9	11.03	122734809	112404706.6	66272747.15	1706296.566	1289045.207	1512002.367	108383804.9	96148200.05	34626367.53	92825386.65	132934892.1	48940000.94	2156341.609	1730157.782	3904611.774	96412461.51	100514131.2	150651939.6	95807002.49	141555877.2	46451640	1714755.086	1918485.578	1949455.656	83591821.84	80006968.52	83562306.86	125988132.6	162114492.6	69077661.78	2121512.034	1145137.316	1847538.296	88947148.75	176427616.4	103960963.1	117771085.1	115894926.2	73471952.09	495141.626	3672992.632	5225534.197	118663525.1	107893654.2	102423509.4	129217125.1	156438998.5	1107489.923	2431435.78	2946541.629	109434445.2	142867106.4	154007246	127030783	96881399.45	62947445.22	1428534.853	2195628.736	1605574.943	48206119.6	57893356.53	110429922	133975328.7	128461605.4	103015691.7	192742.6958	2983105.183	2492389.649	98383063.11	131347177.4	144339442	89049466.61	80620216.07	94917244.44	2084175.319	1369078.931	2419054.295	76263170.49	83102937.33	76886090.28
P19338	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	NCL	61	64	2351	64	710	76.6	4.7	76629313.25	50116372.81	56042587.11	269083106.1	116416539.8	146090862	330329257.6	284058316.7	68791258.97	166352098.1	155104942.4	68217796.48	256274936.6	181706286.7	407823490.2	447925414	378773098.2	590558397.2	120533843.9	172681076.5	42371354.69	297389828.3	263570836.9	297677767.9	557179946.9	443039060	250424814.1	230323142.6	184284174.4	54281182.38	393348519	298046817.4	375847110	770080874.3	818733591.5	639769948.5	161991208.1	206161538.3	56818091.04	104431143.2	212099283.7	299958051.7	738236154.5	425555377.7	435711557.1	206654512.8	168765060.6	109688779	390145782.5	466186976.8	607998942.1	542732615.6	558665497.2	142718196.2	141563160.4	45049673.4	315390356.8	367543243.2	236341358.1	400519899.3	426430462.8	312665032.7	252716507.3	209897978.8	63960314.53	59803311.63	380668034.4	337525711	840090708	350811456.9	688397773	158982466.1	181005427.2	61601323.36	225816586.1	132554997.9	304076778.6	476760090.8	496885979.3	495816131.7
P06733	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	ENO1	87	48	2231	44	434	47.1	7.39	43437548.56	35350677.85	62857716.21	1501979506	635800006.3	789412321.5	77731375.43	47338395.71	50185203.07	58313252.49	91110238.18	57485636.78	1586316699	1163088277	2228415070	76381587.04	48562434.88	72411187.75	46296240.81	105569201.8	45678707.89	1499126145	1660224200	1720778648	65830505.93	61714922.33	55859011.13	68158283.7	100185025	54611557.86	2286238299	1824644629	2350017054	63175611.85	64220839.5	53530538	46101060.06	117224502.8	47595178.22	698422308.9	1317187795	1800681350	71715922.28	53122289.23	67173649.96	52278354.09	55247702.34	590337116.5	1980823508	2481462597	42008184.74	27036803.68	99656221.01	70047303.75	105266429.4	63353395.4	1463888292	2039107109	1211474987	53481024.39	45416114.25	46825456.99	92531484.83	116986371	59713763.88	338853484.9	2581260500	2237569131	62161646.33	49462196.9	60580644.16	62097750.64	112991776.7	64616904.94	1234094697	871203890.5	2158602131	37879332.14	47855354.33	58175675.05
Q00839	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	HNRNPU	48	58	2239	58	825	90.5	6	236035897.9	130903652.6	138083369.2	115007184.1	52145117.98	58491680.29	208042279.6	163925192.4	46959819.46	348084605.9	346406303.3	175668634	119968690.4	96171809.7	170881338.7	282636131	287590462.3	390623533.6	318591448.4	531912490.2	100627391.1	132576655.6	134295942.1	132344438.4	351780067.1	360148780.1	189409334.6	732540874.8	481998982.7	149863800.5	171906419.7	141735082.2	181148425.7	415093595.9	601462514.1	452629421.1	471958373.1	560283339.8	145487675.3	46430327.92	102940099.8	132480145.3	419242254.8	231453632.3	286443721.1	502077217.4	402214837.6	46753298.37	162947790.8	202690019.6	415069684.3	414092129.4	353225487.8	491206817	818745652.2	272862510	155945347.9	159372752.5	113957537.4	223543382.3	278766445	166087607.7	849964722.5	601580076.1	216810012.4	27176160.81	204548730.8	165412005.9	526995146	217707918.4	476696834.4	543225966.6	570825570.8	218331566.4	98292812.1	57311422.04	161555751.2	257789343.7	333920629.7	376582686.2
P16402	Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2	H1-3	79	53	2783	25	221	22.3	11.02	1395013822	962560876	878828210.6	7916230.415	5277808.148	5288544.941	880185310.4	778216858.7	190960867	1667396519	1882976065	863892816.9	6019777.643	9418341.93	17510100.25	1124863043	1062601556	1498993327	1566895837	2498137639	553978031.4	2548603.727	14545213.6	7120101.715	1392277259	1056685565	743230641.1	2987361432	2325318205	775657821.5	4996326.953	17933784.26	27389821.74	1396882036	2052463118	1518537397	2214798866	2985351559	733605639.2	1352610.809	8784690.289	8552049.191	1814976946	1057315111	1121387808	2588415671	1774728789	4785344.506	17564328.66	20464068.85	1506461630	1439472556	1314334302	1306569588	2573842373	792060318.8	1360285.309	6425494.944	5682659.93	890116694	1121077378	946166505.4	3413231680	2839518722	1041293964	2810788.998	23042153.98	11741768.28	1945014903	874180885.7	1739800208	2457740041	2766282622	969205746.2	3699740.881	6195510.865	14982688.7	1084750953	1352769630	1343147586
Q9P2E9	Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5	RRBP1	62	74	880	74	1410	152.4	8.6	6493727.586	4435250.227	7011265.313	24461763.57	10052308.64	13091481.15	72415906.64	64028970.88	18098776.49	13045955.58	12508156.34	7859832.98	37254815.82	16756421.75	50643813.38	87270052.97	92977315.34	127201946.9	11226921.11	20607983.99	5034403.496	36146613.3	37061476.15	33095431.15	89223389.7	89134261.77	52974692.77	13526451.45	11723728.46	4492495.398	57750369.49	35571540	44360249.56	102030512.2	162836763.3	134937133.7	9498092.902	23353287.68	4698933.296	11100935.54	24473918.83	36360852.45	99457963.68	78370692.42	92956580.79	10165375.46	10628696.69	7850040.778	50746642.22	35214581.67	83902429.08	112294938.7	116375168.8	14152280.13	16080988.29	8396682.809	34612503.34	32551204.66	23271667.71	79431230.77	96195252.85	77687281.36	25792624.57	20836945.68	7500071.039	5413575.969	38987768.34	30373380.34	132661521.7	71967169.77	151015907.3	14225366.69	22876217.94	7090430.574	32145994.01	16583089.14	36560547.65	78835941.17	97987542.18	106564586.2
Q01082	"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2"	SPTBN1	34	67	1321	67	2364	274.4	5.57	28246280.34	15314833.91	25628839.86	37473066.88	14369739.28	17597511.29	89705060.48	81582371.75	23018971.74	50546062.5	54822454.36	22780502.5	45099479.35	33638754.77	74787482.1	136526999.8	133699874.8	183631359.7	45793921.91	87398338.2	17258398.84	35315317.46	52078460.75	45891414.77	199033093.3	179025322.8	97975454.66	104651379.4	67181854.92	18757239.05	72817468.67	58177041.66	88081767.28	214957538.8	306440978.5	211465156.1	68755854.81	93128066.63	16136685.9	16024944	44176039.66	54428866.11	224354410.7	149320243.6	161381860.2	55828318.29	42660928.12	16774796.74	67982325.52	88302254.41	155168920.3	184901878.4	158489849.7	30660190.82	52982771.98	17403500.01	36159980.66	53614690.73	33167355.84	132395948.2	142614713.2	101145388.1	133209827.7	92403982.59	26989539.6	6880715.043	73021476	72886653.95	271086495.4	124331797.8	253530213.3	72417203.41	83721044.84	25108217.78	34426884.3	25176973.8	65197598.06	164374841.4	174008613.4	198058858.8
P29401	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	TKT	61	49	2192	49	623	67.8	7.66	34436473.89	14297581	23173412.35	1591219837	683066820.3	886507973	44103143.97	34899855.55	15267398.73	78474273.21	64389861.69	40985318.88	1895423841	1252224309	2533041240	82796604.06	71267762.04	53338118.28	68112387.94	82305107.48	23389613.12	1994709062	2079643619	2112680866	141543581.5	94127844.09	22648160.3	100786715.2	117925625.7	22500523.34	3011250928	2236738120	2775852487	141641226.1	107541868.6	52367974.9	96867117.5	131865327.7	20505120.43	871645404.5	1636806503	2085726549	180621227.1	106950866.4	42009832.49	120179375.5	69336207.98	638670382.3	2524818005	2982322243	79805122.34	72954289.38	89140163.12	76369167.66	59153576.45	26859912.8	1720074266	2366501749	1308243010	76664481.98	64330803.65	28022846.26	178824683.5	175976062.8	28438464.56	317247109.3	3205994027	2748612017	203942061.4	116333586.3	82230138.8	95988542.32	88227305.17	28183375.81	1840987429	881557996.5	2447372102	97639513.69	49915675.5	104506211.3
P08729	"Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5"	KRT7	79	47	2902	36	469	51.4	5.48	181989526.7	90986626	157666102	63122645.84	24916482.63	23867915.39	183616696.2	141982402.2	37574010.7	347075175.1	512311436.9	210911207.5	63996828.71	52408987.78	109857708.5	264569602.4	364291998.8	322287599.6	327082950.3	548496349.8	139249369.6	69136112.17	87560764.92	78358004.73	492758930.4	391441079.8	135133056.2	598973904.7	503299356.3	132160950.8	119157915.8	124935242	139989849.6	697115630.4	570893953.9	449192653.3	397113089.5	650367033.7	245731162.3	32111528.2	78026000.23	82325814.61	687053333.7	368785294.7	272350547.7	428079200.8	336366201.7	24455491.79	117096761.3	137688705.2	295696718.2	441515193.8	359504965.9	287282612.4	381704336.6	257434500.5	67266652.56	86759090	48539072.35	323482900.7	332937925.5	150613547.6	634239458	625064786.1	182473528.2	25135037.31	151629782.4	117832754.4	618671917.5	312794930.7	531190627	522580415.6	611109947.8	172683962.1	47662158.9	42319731.41	133062044.1	480600543.4	274290527	519433053.9
P04406	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	GAPDH	82	38	2407	37	335	36	8.46	33743752.16	19667852.93	34160785.84	2417408202	1086363302	1423292784	54876481.14	37040231.6	28995675.16	32956218.76	70446060.04	38223684.93	2732569974	2156402710	4168448296	47884847.28	34893002.68	66928992.3	40503222.55	71869295.27	28813571.7	2492822735	2739618320	2832785270	72567954.44	59164249.85	46656616.18	61507492.13	54948950.58	32761661.89	3834866242	3329513720	4190544367	83762640.23	80508383.3	56477197.67	42618011.63	72748431.22	29627425.27	1266917553	2507517832	3202909851	102223851.4	64290940.82	44476378.94	45616510.42	43762815.58	1020126918	3653875081	4570909248	41006454.58	34887277.82	95540735.21	52635040.4	77645624.93	34495138.75	2543754250	3546636395	2031485609	60187900.38	51106904.34	44401517.87	96362316.66	95704534.43	35937374.18	469112446.1	4458143904	3985877780	111616253.3	52951417.01	81120883.07	61822846.66	83861560.46	34515168.68	2245017085	1463182845	3650152910	58790520.1	70227162.39	68799321.92
P46821	Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2	MAP1B	35	71	1175	71	2468	270.5	4.81	20727814.56	16148931.75	26623539.11	118663728.6	41653490.66	54628941.6	50550074.11	48519890.54	14892846.17	29481857.88	23651781.99	30944400.59	126768102.4	65885701.16	158045669.4	89294363.75	95212526.07	159561007.4	23891043.53	49540586.28	14857096.7	142035562	139801239.4	144378890	73959731.05	84709395.66	59108725.96	32539398.95	28875196.63	21339379.98	201164022.3	155549876.4	191210000.4	110940862.1	187413784.3	173369591.5	26453777.73	52478746.64	22093903.93	46415278.56	101047362.1	119331762.5	156359757.1	103883230.7	150136855.2	25332346.33	18232666.39	41802904.15	158822378.3	191221604	103917730.3	130921367.9	154560590.7	25786156.81	36438707.28	20422106.57	137036364.1	160276197.8	87655263.75	65134375.6	77838429.21	68285810.5	51219456.67	47576309.53	21439061.71	20806751.06	194139805	154724051.3	181333774.1	92776208.84	199894877.9	29982912.91	39866007.21	21322470.52	104303509.6	50557025.48	156625234.4	93434331.02	152778099.7	154667112.7
Q16891	MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1	IMMT	63	49	989	49	758	83.6	6.48	202054112.6	100680314.1	245823050.1	94106799.03	38141890.19	48657437.61	12097724.41	10245005.09	2922044.354	272363826.9	376594242.5	284719921.6	115779899.4	71047391.16	162176499.9	27658263.3	33922430.8	27699291.74	251182633.1	483781323	236713767.9	154958716	110537472.2	134710760.3	43287121.09	32193957.2	17088915.15	386718488	323031935.3	157810083.4	158154293.5	114266506.7	129005198.3	29408570.18	39282205.16	31277342.27	290232431.5	499359881.4	187298233.1	63524056.98	121345539.1	140799733.3	39357219.17	27616469.78	23773338.49	255214431.2	224795458.9	34517507.59	129446903.5	135964688.9	38983454.25	35677471.66	24255089.41	256967437.7	384240132.9	251756789.6	144986949.6	149623609.5	85927078.34	19551604.74	23227155.71	22400876.02	471973646	481735491.3	222822884.2	16309711.1	155951648.6	145422769.2	41530022.26	20178173.2	32271219.91	331625434.9	430553539.6	235232584.9	144159649.3	72673249.73	149572103.6	24771136.48	22057679.8	38653967.84
Q14204	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5	DYNC1H1	22	82	877	82	4646	532.1	6.4	5302810.969	2916667.473	7355139.633	122096903	52609067.35	60877500.8	32048294.78	35147822.84	8993668.846	15265099.44	16421184.95	10668563.83	164005136.3	224405936.5	296818876.8	54964499.2	53783220.2	80308692.27	15292722.38	24372309.48	7837560.211	124092568.2	303856381.5	167485163.5	79820711.16	58509741.05	33131630.67	16810435.45	23065174.2	8244801.5	211420044.1	440123514.1	406320450.1	97365814.32	116853957.7	95689173.68	17132126.34	30864162.14	9242766.641	68506342.76	287946902	271528998.8	99667633.14	54835459.76	79649221.59	14564505.47	9379242.813	49114680.73	362723749.6	360952397.1	51977685.12	70084119.09	74970007.18	12973632.7	23582384.06	9275141.141	116651837.4	202273215.3	105171454.2	48019259.33	48285271.83	37005358.84	32771671.15	29877503.09	13469699.68	27304091.39	398507910.1	353060100	115431415.2	54919580.05	113128140.2	25135936.39	32835551.98	12022412.94	117508606.9	184924601.6	326676183.5	73818493.19	85142487.09	88531407.49
P68032	"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1"	ACTC1	56	31	4856	7	377	42	5.39	16611861.57	6677946.188	15850185.53	213627399.3	90022357.32	103376347	29489111.59	10609445.74	13395487.24	2837610.953	22289117.38	21332569.48	121737919.3	94100749.09	274016173.5	39230527.65	25192358.88	35282708.83	71803590.42	72163781.98	21542790.01	74719290.31	170462896.2	144056237	21128738.11	22438293.06	12346031.52	109587557.9	56256126.59	6688945.836	262189139.3	168234266.6	245936716.3	89438083.64	31205239.53	38133526.25	61243625.63	71160128.41	8045752.844	52485293.3	74368253.13	168581083.2	71095112.81	9023523.875	23552840.69	68368980.31	24896485.83	143597896.8	294800890	318700616.6	38507849.19	54998164.97	30471425.43	26600525.14	33888636.03	15990991.51	67970483.25	89301220.76	86895892.98	41722361.25	24695779.63	10714139.03	68981439.5	71100310	15654945.97	48533515.84	148876742.7	194037434.9	111402622.7	10494707.74	31050081.77	54448122.63	54014029.87	8742039.844	42020743.7	77241287.02	137327066.4	18876441.72	14432618.23	21969206.13
P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	HNRNPA2B1	80	40	2802	37	353	37.4	8.95	945863732.4	680537384.9	980426560.8	57610850.1	28515960.42	20684813.38	436913715.7	386958941.7	145854616.6	1320888166	1703974512	989234523.6	29959493.63	28873388.96	39257337.05	537503530.5	582083069.4	840578752.3	1430596437	2380983508	822806703.7	39385808.61	35551035.08	45459364.32	700030251.5	656748409.6	639876546.7	2011398701	1647351184	819624481.5	36979684.32	65233776.03	40160449.23	570083078.9	1048461069	864050887.1	1735714487	2239957067	799366779.1	27565798.4	43626803.98	42619916.42	751659667.2	508727515.7	825007612.8	1591285283	1492569684	26518659.05	44161412.56	45559455.91	705518162.5	742434273.2	775478155.6	1251277388	1883507487	895696923.1	30371985.47	33426307.02	39825525.36	496211792.8	522236096.3	632023317.2	2507126637	2193874806	1024986394	29983222.02	61599173.52	48777590.28	762837251.4	460574508.8	1018482791	1849870779	1955051795	1019945156	31580869.8	40489287.23	45304874.14	497838939.8	734247479.7	609272699.4
